qnt,batch_index,c1_p,c2_p,c3_p,c4_p,c5_p,c7_p,c1_p_normalized,c2_p_normalized,c3_p_normalized,c4_p_normalized,c5_p_normalized,c7_p_normalized,c1_real,c2_real,c3_real,c4_real,c5_real,c7_real
MS2_syn,640,0.69,0.82,0.85,0.99,0.96,0.85,0.13,0.16,0.16,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
SMM_syn,640,0.74,0.92,0.94,1.0,0.99,0.9,0.13,0.17,0.17,0.18,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
HDy_syn,640,0.63,0.8,0.88,1.0,0.99,0.92,0.12,0.15,0.17,0.19,0.19,0.18,0.32,0.15,0.05,0.31,0.06,0.11
DyS_cdt,640,0.7,0.84,0.89,0.99,0.95,0.88,0.13,0.16,0.17,0.19,0.18,0.17,0.32,0.15,0.05,0.31,0.06,0.11
ACC_cdt,640,0.29,0.08,0.04,0.0,0.0,0.0,0.71,0.18,0.11,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
PACC_cdt,640,0.69,0.83,0.88,1.0,0.94,0.86,0.13,0.16,0.17,0.19,0.18,0.17,0.32,0.15,0.05,0.31,0.06,0.11
X_cdt,640,0.3,0.12,0.03,0.0,0.0,0.0,0.66,0.27,0.07,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MAX_cdt,640,0.3,0.12,0.05,0.0,0.0,0.0,0.63,0.26,0.11,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
T50_cdt,640,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS_cdt,640,0.28,0.08,0.02,0.0,0.0,0.0,0.74,0.21,0.06,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS2_cdt,640,0.28,0.08,0.02,0.0,0.0,0.0,0.74,0.21,0.06,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
SMM_cdt,640,0.69,0.83,0.88,1.0,0.94,0.86,0.13,0.16,0.17,0.19,0.18,0.17,0.32,0.15,0.05,0.31,0.06,0.11
HDy_cdt,640,0.73,0.85,0.94,1.0,0.98,0.94,0.13,0.16,0.17,0.18,0.18,0.17,0.32,0.15,0.05,0.31,0.06,0.11
CC2,640,0.32,0.16,0.14,0.1,0.05,0.23,0.32,0.16,0.14,0.1,0.05,0.23,0.32,0.15,0.05,0.31,0.06,0.11
PWK,640,0.32,0.16,0.08,0.27,0.06,0.11,0.32,0.16,0.08,0.27,0.06,0.11,0.32,0.15,0.05,0.31,0.06,0.11
HDx,640,0.16,0.16,0.13,0.23,0.22,0.36,0.16,0.16,0.13,0.23,0.22,0.36,0.32,0.15,0.05,0.31,0.06,0.11
GAC,640,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
GPAC,640,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.32,0.15,0.05,0.31,0.06,0.11
FM,640,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
EMQ,640,0.31,0.18,0.07,0.3,0.05,0.1,0.31,0.18,0.07,0.3,0.05,0.1,0.32,0.15,0.05,0.31,0.06,0.11
KDEyHD,640,0.96,0.04,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
KDEyCS,640,0.85,0.0,0.0,0.15,0.0,0.0,0.85,0.0,0.0,0.15,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
KDEyML,640,0.97,0.03,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
CC,641,0.7,0.85,0.86,0.97,0.98,0.81,0.14,0.16,0.17,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
PCC,641,0.7,0.85,0.88,0.89,0.9,0.8,0.14,0.17,0.17,0.18,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
ACC,641,0.28,0.05,0.03,0.0,0.0,0.0,0.77,0.14,0.09,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
PACC,641,0.7,0.84,0.9,0.82,0.94,0.82,0.14,0.17,0.18,0.16,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
T50,641,0.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MAX,641,0.3,0.12,0.02,0.0,0.0,0.0,0.68,0.28,0.04,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS,641,0.28,0.05,0.01,0.0,0.0,0.0,0.82,0.16,0.02,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS2,641,0.28,0.05,0.01,0.0,0.0,0.0,0.82,0.16,0.02,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
X,641,0.29,0.12,0.03,0.0,0.0,0.0,0.65,0.28,0.07,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
SMM,641,0.7,0.84,0.9,0.82,0.94,0.82,0.14,0.17,0.18,0.16,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
DyS,641,0.7,0.84,0.93,0.96,0.95,0.86,0.13,0.16,0.18,0.18,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
DySyn,641,0.65,0.84,0.9,1.0,0.99,0.9,0.12,0.16,0.17,0.19,0.19,0.17,0.32,0.15,0.05,0.31,0.06,0.11
HDy,641,0.71,0.85,0.95,0.99,0.98,0.92,0.13,0.16,0.18,0.18,0.18,0.17,0.32,0.15,0.05,0.31,0.06,0.11
ACC_syn,641,0.7,0.85,0.86,0.97,0.98,0.79,0.14,0.17,0.17,0.19,0.19,0.15,0.32,0.15,0.05,0.31,0.06,0.11
PACC_syn,641,0.7,0.85,0.88,0.89,0.9,0.8,0.14,0.17,0.17,0.18,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
X_syn,641,0.64,0.78,0.65,0.27,0.34,0.47,0.2,0.25,0.21,0.09,0.11,0.15,0.32,0.15,0.05,0.31,0.06,0.11
MAX_syn,641,0.64,0.78,0.65,0.27,0.34,0.47,0.2,0.25,0.21,0.09,0.11,0.15,0.32,0.15,0.05,0.31,0.06,0.11
T50_syn,641,0.48,0.72,0.96,1.0,1.0,0.94,0.09,0.14,0.19,0.2,0.2,0.18,0.32,0.15,0.05,0.31,0.06,0.11
MS_syn,641,0.69,0.84,0.86,0.97,0.98,0.81,0.13,0.16,0.17,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
MS2_syn,641,0.69,0.84,0.86,0.96,0.98,0.81,0.13,0.16,0.17,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
SMM_syn,641,0.75,0.92,0.97,0.99,1.0,1.0,0.13,0.16,0.17,0.18,0.18,0.18,0.32,0.15,0.05,0.31,0.06,0.11
HDy_syn,641,0.63,0.84,0.9,1.0,0.99,0.9,0.12,0.16,0.17,0.19,0.19,0.17,0.32,0.15,0.05,0.31,0.06,0.11
DyS_cdt,641,0.7,0.84,0.93,1.0,0.95,0.86,0.13,0.16,0.18,0.19,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
ACC_cdt,641,0.28,0.05,0.03,0.97,0.0,0.0,0.21,0.04,0.02,0.72,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
PACC_cdt,641,0.7,0.84,0.9,0.89,0.94,0.82,0.14,0.16,0.18,0.18,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
X_cdt,641,0.29,0.12,0.03,0.27,0.0,0.0,0.41,0.17,0.04,0.38,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MAX_cdt,641,0.3,0.12,0.02,0.27,0.0,0.0,0.42,0.17,0.03,0.38,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
T50_cdt,641,0.17,0.0,0.0,1.0,0.0,0.0,0.14,0.0,0.0,0.86,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS_cdt,641,0.28,0.05,0.01,0.97,0.0,0.0,0.21,0.04,0.01,0.74,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS2_cdt,641,0.28,0.05,0.01,0.96,0.0,0.0,0.21,0.04,0.01,0.74,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
SMM_cdt,641,0.7,0.84,0.9,0.99,0.94,0.82,0.13,0.16,0.17,0.19,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
HDy_cdt,641,0.71,0.85,0.95,1.0,0.98,0.92,0.13,0.16,0.18,0.18,0.18,0.17,0.32,0.15,0.05,0.31,0.06,0.11
CC2,641,0.3,0.15,0.16,0.11,0.07,0.21,0.3,0.15,0.16,0.11,0.07,0.21,0.32,0.15,0.05,0.31,0.06,0.11
PWK,641,0.31,0.17,0.1,0.24,0.07,0.11,0.31,0.17,0.1,0.24,0.07,0.11,0.32,0.15,0.05,0.31,0.06,0.11
HDx,641,0.2,0.12,0.1,0.22,0.24,0.4,0.2,0.12,0.1,0.22,0.24,0.4,0.32,0.15,0.05,0.31,0.06,0.11
GAC,641,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
GPAC,641,0.53,1.0,0.0,0.0,1.0,1.0,0.53,1.0,0.0,0.0,1.0,1.0,0.32,0.15,0.05,0.31,0.06,0.11
FM,641,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
EMQ,641,0.3,0.16,0.04,0.35,0.06,0.08,0.3,0.16,0.04,0.35,0.06,0.08,0.32,0.15,0.05,0.31,0.06,0.11
KDEyHD,641,0.64,0.02,0.0,0.0,0.34,0.0,0.64,0.02,0.0,0.0,0.34,0.0,0.32,0.15,0.05,0.31,0.06,0.11
KDEyCS,641,0.71,0.0,0.0,0.02,0.27,0.0,0.71,0.0,0.0,0.02,0.27,0.0,0.32,0.15,0.05,0.31,0.06,0.11
KDEyML,641,0.72,0.13,0.0,0.0,0.15,0.0,0.72,0.13,0.0,0.0,0.15,0.0,0.32,0.15,0.05,0.31,0.06,0.11
CC,642,0.68,0.85,0.9,0.97,0.99,0.82,0.13,0.16,0.17,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
PCC,642,0.67,0.85,0.88,0.9,0.92,0.8,0.13,0.17,0.18,0.18,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
ACC,642,0.3,0.05,0.0,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
PACC,642,0.66,0.85,0.91,0.9,0.99,0.82,0.13,0.17,0.18,0.18,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
T50,642,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MAX,642,0.3,0.12,0.04,0.0,0.0,0.0,0.65,0.27,0.09,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS,642,0.31,0.05,0.0,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS2,642,0.31,0.05,0.0,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
X,642,0.3,0.11,0.03,0.0,0.0,0.0,0.68,0.25,0.07,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
SMM,642,0.66,0.85,0.91,0.9,0.99,0.82,0.13,0.17,0.18,0.18,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
DyS,642,0.66,0.85,0.92,0.99,0.99,0.85,0.13,0.16,0.17,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
DySyn,642,0.69,0.82,0.9,1.0,1.0,0.87,0.13,0.16,0.17,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
HDy,642,0.67,0.87,0.94,1.0,0.99,0.91,0.12,0.16,0.17,0.19,0.18,0.17,0.32,0.15,0.05,0.31,0.06,0.11
ACC_syn,642,0.68,0.85,0.9,0.97,0.99,0.82,0.13,0.16,0.17,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
PACC_syn,642,0.67,0.85,0.88,0.9,0.92,0.8,0.13,0.17,0.18,0.18,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
X_syn,642,0.56,0.8,0.66,0.39,0.28,0.46,0.18,0.25,0.21,0.12,0.09,0.15,0.32,0.15,0.05,0.31,0.06,0.11
MAX_syn,642,0.56,0.8,0.66,0.39,0.28,0.46,0.18,0.25,0.21,0.12,0.09,0.15,0.32,0.15,0.05,0.31,0.06,0.11
T50_syn,642,0.38,0.75,0.9,1.0,1.0,0.92,0.08,0.15,0.18,0.2,0.2,0.19,0.32,0.15,0.05,0.31,0.06,0.11
MS_syn,642,0.65,0.85,0.9,0.97,0.99,0.82,0.13,0.16,0.17,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
MS2_syn,642,0.66,0.85,0.9,0.97,0.99,0.82,0.13,0.16,0.17,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
SMM_syn,642,0.71,0.93,0.97,0.99,1.0,0.86,0.13,0.17,0.18,0.18,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
HDy_syn,642,0.66,0.74,0.91,1.0,1.0,0.87,0.13,0.14,0.18,0.19,0.19,0.17,0.32,0.15,0.05,0.31,0.06,0.11
DyS_cdt,642,0.66,0.85,0.92,1.0,0.99,0.85,0.13,0.16,0.17,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
ACC_cdt,642,0.3,0.05,0.0,0.97,0.0,0.0,0.23,0.04,0.0,0.73,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
PACC_cdt,642,0.66,0.85,0.91,0.9,0.99,0.82,0.13,0.17,0.18,0.18,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
X_cdt,642,0.3,0.11,0.03,0.39,0.0,0.0,0.36,0.13,0.04,0.47,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MAX_cdt,642,0.3,0.12,0.04,0.39,0.0,0.0,0.35,0.14,0.05,0.46,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
T50_cdt,642,0.27,0.0,0.0,1.0,0.0,0.0,0.21,0.0,0.0,0.79,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS_cdt,642,0.31,0.05,0.0,0.97,0.0,0.0,0.23,0.04,0.0,0.73,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS2_cdt,642,0.31,0.05,0.0,0.97,0.0,0.0,0.23,0.04,0.0,0.73,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
SMM_cdt,642,0.66,0.85,0.91,0.99,0.99,0.82,0.13,0.16,0.17,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
HDy_cdt,642,0.67,0.87,0.94,1.0,0.99,0.91,0.12,0.16,0.17,0.19,0.18,0.17,0.32,0.15,0.05,0.31,0.06,0.11
CC2,642,0.35,0.15,0.11,0.1,0.04,0.25,0.35,0.15,0.11,0.1,0.04,0.25,0.32,0.15,0.05,0.31,0.06,0.11
PWK,642,0.33,0.15,0.09,0.26,0.06,0.11,0.33,0.15,0.09,0.26,0.06,0.11,0.32,0.15,0.05,0.31,0.06,0.11
HDx,642,0.17,0.17,0.08,0.24,0.28,0.42,0.17,0.17,0.08,0.24,0.28,0.42,0.32,0.15,0.05,0.31,0.06,0.11
GAC,642,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
GPAC,642,1.0,1.0,0.0,0.6,1.0,0.55,1.0,1.0,0.0,0.6,1.0,0.55,0.32,0.15,0.05,0.31,0.06,0.11
FM,642,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
EMQ,642,0.35,0.15,0.06,0.29,0.04,0.1,0.35,0.15,0.06,0.29,0.04,0.1,0.32,0.15,0.05,0.31,0.06,0.11
KDEyHD,642,0.75,0.0,0.24,0.0,0.01,0.0,0.75,0.0,0.24,0.0,0.01,0.0,0.32,0.15,0.05,0.31,0.06,0.11
KDEyCS,642,0.83,0.0,0.0,0.17,0.0,0.0,0.83,0.0,0.0,0.17,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
KDEyML,642,0.74,0.0,0.26,0.0,0.0,0.0,0.74,0.0,0.26,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
CC,643,0.69,0.85,0.93,0.99,0.98,0.76,0.13,0.16,0.18,0.19,0.19,0.15,0.32,0.15,0.05,0.31,0.06,0.11
PCC,643,0.69,0.85,0.91,0.9,0.92,0.74,0.14,0.17,0.18,0.18,0.18,0.15,0.32,0.15,0.05,0.31,0.06,0.11
ACC,643,0.29,0.05,0.0,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
PACC,643,0.68,0.85,0.94,0.83,0.98,0.73,0.14,0.17,0.19,0.17,0.2,0.15,0.32,0.15,0.05,0.31,0.06,0.11
T50,643,0.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MAX,643,0.3,0.11,0.03,0.0,0.0,0.07,0.58,0.22,0.06,0.0,0.0,0.14,0.32,0.15,0.05,0.31,0.06,0.11
MS,643,0.29,0.05,0.0,0.0,0.0,0.01,0.83,0.15,0.0,0.0,0.0,0.02,0.32,0.15,0.05,0.31,0.06,0.11
MS2,643,0.29,0.05,0.0,0.0,0.0,0.01,0.82,0.15,0.0,0.0,0.0,0.03,0.32,0.15,0.05,0.31,0.06,0.11
X,643,0.29,0.11,0.0,0.0,0.0,0.07,0.61,0.23,0.0,0.0,0.0,0.16,0.32,0.15,0.05,0.31,0.06,0.11
SMM,643,0.68,0.85,0.94,0.83,0.98,0.73,0.14,0.17,0.19,0.17,0.2,0.15,0.32,0.15,0.05,0.31,0.06,0.11
DyS,643,0.68,0.85,0.95,0.92,0.98,0.74,0.13,0.17,0.18,0.18,0.19,0.14,0.32,0.15,0.05,0.31,0.06,0.11
DySyn,643,0.7,0.84,0.92,1.0,1.0,0.78,0.13,0.16,0.18,0.19,0.19,0.15,0.32,0.15,0.05,0.31,0.06,0.11
HDy,643,0.69,0.87,0.96,0.96,0.99,0.82,0.13,0.16,0.18,0.18,0.19,0.15,0.32,0.15,0.05,0.31,0.06,0.11
ACC_syn,643,0.69,0.85,0.93,0.99,0.98,0.76,0.13,0.16,0.18,0.19,0.19,0.15,0.32,0.15,0.05,0.31,0.06,0.11
PACC_syn,643,0.69,0.85,0.91,0.9,0.92,0.74,0.14,0.17,0.18,0.18,0.18,0.15,0.32,0.15,0.05,0.31,0.06,0.11
X_syn,643,0.59,0.79,0.67,0.34,0.27,0.46,0.19,0.25,0.21,0.11,0.09,0.15,0.32,0.15,0.05,0.31,0.06,0.11
MAX_syn,643,0.59,0.79,0.67,0.34,0.27,0.46,0.19,0.25,0.21,0.11,0.09,0.15,0.32,0.15,0.05,0.31,0.06,0.11
T50_syn,643,0.38,0.75,0.94,1.0,1.0,0.85,0.08,0.15,0.19,0.2,0.2,0.17,0.32,0.15,0.05,0.31,0.06,0.11
MS_syn,643,0.68,0.85,0.93,0.99,0.98,0.76,0.13,0.16,0.18,0.19,0.19,0.15,0.32,0.15,0.05,0.31,0.06,0.11
MS2_syn,643,0.68,0.85,0.93,0.99,0.97,0.73,0.13,0.17,0.18,0.19,0.19,0.14,0.32,0.15,0.05,0.31,0.06,0.11
SMM_syn,643,0.73,0.93,1.0,0.98,1.0,0.8,0.13,0.17,0.18,0.18,0.18,0.15,0.32,0.15,0.05,0.31,0.06,0.11
HDy_syn,643,0.71,0.83,0.93,1.0,1.0,0.77,0.14,0.16,0.18,0.19,0.19,0.15,0.32,0.15,0.05,0.31,0.06,0.11
DyS_cdt,643,0.68,0.85,0.95,0.92,0.98,0.74,0.13,0.17,0.18,0.18,0.19,0.14,0.32,0.15,0.05,0.31,0.06,0.11
ACC_cdt,643,0.29,0.05,0.0,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
PACC_cdt,643,0.68,0.85,0.94,0.83,0.98,0.73,0.14,0.17,0.19,0.17,0.2,0.15,0.32,0.15,0.05,0.31,0.06,0.11
X_cdt,643,0.29,0.11,0.0,0.0,0.0,0.07,0.61,0.23,0.0,0.0,0.0,0.16,0.32,0.15,0.05,0.31,0.06,0.11
MAX_cdt,643,0.3,0.11,0.03,0.0,0.0,0.07,0.58,0.22,0.06,0.0,0.0,0.14,0.32,0.15,0.05,0.31,0.06,0.11
T50_cdt,643,0.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS_cdt,643,0.29,0.05,0.0,0.0,0.0,0.01,0.83,0.15,0.0,0.0,0.0,0.02,0.32,0.15,0.05,0.31,0.06,0.11
MS2_cdt,643,0.29,0.05,0.0,0.0,0.0,0.01,0.82,0.15,0.0,0.0,0.0,0.03,0.32,0.15,0.05,0.31,0.06,0.11
SMM_cdt,643,0.68,0.85,0.94,0.83,0.98,0.73,0.14,0.17,0.19,0.17,0.2,0.15,0.32,0.15,0.05,0.31,0.06,0.11
HDy_cdt,643,0.69,0.87,0.96,0.96,0.99,0.82,0.13,0.16,0.18,0.18,0.19,0.15,0.32,0.15,0.05,0.31,0.06,0.11
CC2,643,0.32,0.15,0.09,0.13,0.02,0.29,0.32,0.15,0.09,0.13,0.02,0.29,0.32,0.15,0.05,0.31,0.06,0.11
PWK,643,0.31,0.14,0.05,0.32,0.04,0.14,0.31,0.14,0.05,0.32,0.04,0.14,0.32,0.15,0.05,0.31,0.06,0.11
HDx,643,0.11,0.2,0.01,0.31,0.37,0.54,0.11,0.2,0.01,0.31,0.37,0.54,0.32,0.15,0.05,0.31,0.06,0.11
GAC,643,1.0,0.0,0.0,0.1,1.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
GPAC,643,1.0,1.0,0.0,0.62,1.0,0.0,1.0,1.0,0.0,0.62,1.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
FM,643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
EMQ,643,0.33,0.15,0.03,0.3,0.0,0.18,0.33,0.15,0.03,0.3,0.0,0.18,0.32,0.15,0.05,0.31,0.06,0.11
KDEyHD,643,0.44,0.56,0.0,0.0,0.0,0.0,0.44,0.56,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
KDEyCS,643,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
KDEyML,643,0.1,0.66,0.25,0.0,0.0,0.0,0.1,0.66,0.25,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
CC,644,0.7,0.85,0.93,1.0,0.98,0.86,0.13,0.16,0.17,0.19,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
PCC,644,0.69,0.85,0.91,0.9,0.92,0.82,0.14,0.17,0.18,0.18,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
ACC,644,0.28,0.05,0.0,0.0,0.0,0.0,0.84,0.16,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
PACC,644,0.68,0.84,0.95,0.85,1.0,0.86,0.13,0.16,0.18,0.16,0.19,0.17,0.32,0.15,0.05,0.31,0.06,0.11
T50,644,0.25,0.01,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MAX,644,0.3,0.12,0.01,0.0,0.0,0.0,0.7,0.29,0.02,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS,644,0.29,0.05,0.0,0.0,0.0,0.0,0.84,0.16,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
MS2,644,0.29,0.05,0.0,0.0,0.0,0.0,0.84,0.16,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
X,644,0.29,0.11,0.0,0.0,0.0,0.0,0.72,0.28,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
SMM,644,0.68,0.84,0.95,0.85,1.0,0.86,0.13,0.16,0.18,0.16,0.19,0.17,0.32,0.15,0.05,0.31,0.06,0.11
DyS,644,0.69,0.84,0.96,0.93,0.98,0.88,0.13,0.16,0.18,0.18,0.19,0.17,0.32,0.15,0.05,0.31,0.06,0.11
DySyn,644,0.69,0.82,0.95,1.0,1.0,0.9,0.13,0.15,0.18,0.19,0.19,0.17,0.32,0.15,0.05,0.31,0.06,0.11
HDy,644,0.7,0.85,0.98,0.98,0.99,0.94,0.13,0.16,0.18,0.18,0.18,0.17,0.32,0.15,0.05,0.31,0.06,0.11
ACC_syn,644,0.7,0.85,0.93,1.0,0.98,0.86,0.13,0.16,0.17,0.19,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
PACC_syn,644,0.69,0.85,0.91,0.9,0.92,0.82,0.14,0.17,0.18,0.18,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
X_syn,644,0.58,0.76,0.63,0.3,0.26,0.5,0.19,0.25,0.21,0.1,0.09,0.17,0.32,0.15,0.05,0.31,0.06,0.11
MAX_syn,644,0.58,0.76,0.63,0.3,0.26,0.5,0.19,0.25,0.21,0.1,0.09,0.17,0.32,0.15,0.05,0.31,0.06,0.11
T50_syn,644,0.44,0.74,0.96,1.0,1.0,0.94,0.09,0.15,0.19,0.2,0.2,0.19,0.32,0.15,0.05,0.31,0.06,0.11
MS_syn,644,0.68,0.84,0.93,1.0,0.98,0.86,0.13,0.16,0.18,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
MS2_syn,644,0.68,0.84,0.92,0.99,0.98,0.84,0.13,0.16,0.18,0.19,0.19,0.16,0.32,0.15,0.05,0.31,0.06,0.11
SMM_syn,644,0.73,0.92,1.0,0.98,1.0,0.89,0.13,0.17,0.18,0.18,0.18,0.16,0.32,0.15,0.05,0.31,0.06,0.11
HDy_syn,644,0.68,0.86,0.96,1.0,1.0,0.9,0.13,0.16,0.18,0.19,0.19,0.17,0.32,0.15,0.05,0.31,0.06,0.11
DyS_cdt,644,0.69,0.84,0.96,0.93,0.98,0.88,0.13,0.16,0.18,0.18,0.19,0.17,0.32,0.15,0.05,0.31,0.06,0.11
ACC_cdt,644,0.28,0.05,0.0,0.0,0.0,0.0,0.84,0.16,0.0,0.0,0.0,0.0,0.32,0.15,0.05,0.31,0.06,0.11
PACC_cdt,644,0.68,0.84,0.95,0.85,1.0,0.86,0.13,0.16,0.18,0.16,0.19,0.17,0.32,0.15,0.05,0.31,0.06,0.11
